         1850643 function calls (1742367 primitive calls) in 1.417 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        4    0.000    0.000    0.002    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\ssa.py:175(_run_block_analysis)
        1    0.000    0.000    0.002    0.002 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\typing\mathdecl.py:1(<module>)
        6    0.000    0.000    0.002    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\parfors\array_analysis.py:335(intersect)
       39    0.001    0.000    0.002    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\analysis.py:190(compute_live_variables)
        7    0.000    0.000    0.002    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\importlib\metadata\__init__.py:821(lookup)
        7    0.000    0.000    0.002    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\importlib\metadata\__init__.py:827(__init__)
       74    0.000    0.000    0.002    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\parfors\array_analysis.py:329(insert_equiv)
     2662    0.001    0.000    0.002    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\ir.py:1293(find_insts)
       10    0.000    0.000    0.002    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\datamodel\packer.py:87(as_arguments)
        9    0.000    0.000    0.002    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\datamodel\old_models.py:558(_from)
      150    0.000    0.000    0.002    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\datamodel\old_models.py:498(getter)
      386    0.000    0.000    0.002    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\llvmlite\ir\builder.py:281(goto_entry_block)
      148    0.001    0.000    0.002    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\typing\npydecl.py:25(_handle_inputs)
      281    0.000    0.000    0.002    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\llvmlite\ir\instructions.py:201(__init__)
    19660    0.002    0.000    0.002    0.000 {built-in method builtins.iter}
       39    0.000    0.000    0.002    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\postproc.py:38(cfg)
        9    0.000    0.000    0.002    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\pythonapi.py:1409(serialize_object)
      207    0.001    0.000    0.002    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\ir_utils.py:1622(find_callname)
     8513    0.002    0.000    0.002    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\llvmlite\ir\_utils.py:13(is_used)
        6    0.000    0.000    0.002    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\pythonapi.py:861(gil_ensure)
      116    0.000    0.000    0.002    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\typeinfer.py:184(__call__)
       13    0.000    0.000    0.002    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\controlflow.py:151(dominators)
       32    0.000    0.000    0.002    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\typeinfer.py:227(__call__)
        8    0.000    0.000    0.002    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\codegen.py:1279(_check_llvm_bugs)
       12    0.000    0.000    0.002    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\typeinfer.py:703(__call__)
      179    0.000    0.000    0.002    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\llvmlite\ir\instructions.py:720(__init__)
        5    0.000    0.000    0.002    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\interpreter.py:1018(peep_hole_fuse_dict_add_updates)
        1    0.000    0.000    0.002    0.002 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\np\npyimpl.py:1(<module>)
      140    0.000    0.000    0.002    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\llvmlite\ir\builder.py:568(_icmp)
       13    0.000    0.000    0.002    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\controlflow.py:203(_doms)
     1624    0.001    0.000    0.002    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\typeinfer.py:899(__getitem__)
       13    0.000    0.000    0.002    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\controlflow.py:555(_find_dominators)
       12    0.000    0.000    0.002    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\analysis.py:291(dead_branch_prune)
        1    0.000    0.000    0.002    0.002 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\typed_passes.py:260(run_pass)
     1886    0.001    0.000    0.002    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\typing\context.py:478(_lookup_global)
      286    0.000    0.000    0.002    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\base.py:479(get_value_type)
        5    0.000    0.000    0.002    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\funcdesc.py:187(from_specialized_function)
        1    0.000    0.000    0.002    0.002 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\parfors\parfor.py:1454(run)
      108    0.000    0.000    0.001    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\typing\templates.py:1009(make_intrinsic_template)
        5    0.000    0.000    0.001    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\funcdesc.py:166(_from_python_function)
      164    0.001    0.000    0.001    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\interpreter.py:1839(store)
        5    0.000    0.000    0.001    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\functools.py:774(_find_impl)
      257    0.000    0.000    0.001    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\target_extension.py:82(_get_local_target_checked)
       10    0.000    0.000    0.001    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\datamodel\packer.py:97(<listcomp>)
        7    0.000    0.000    0.001    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\typing\templates.py:1059(_init_once)
       14    0.001    0.000    0.001    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\collections\__init__.py:350(namedtuple)
        9    0.000    0.000    0.001    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\linecache.py:36(getlines)
        7    0.000    0.000    0.001    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\pythonapi.py:1380(serialize_uncached)
      589    0.000    0.000    0.001    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\llvmlite\ir\values.py:875(_to_list)
       22    0.000    0.000    0.001    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\codegen.py:1221(_create_empty_module)
        5    0.000    0.000    0.001    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\funcdesc.py:38(__init__)
        3    0.000    0.000    0.001    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\base.py:1005(populate_array)
    34/20    0.001    0.000    0.001    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\ir_utils.py:1597(build_definitions)
       54    0.000    0.000    0.001    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\parfors\array_analysis.py:1543(_analyze_expr)
        2    0.000    0.000    0.001    0.001 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\linecache.py:80(updatecache)
       13    0.000    0.000    0.001    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\datamodel\old_models.py:612(as_argument)
        5    0.000    0.000    0.001    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\bytecode.py:395(__init__)
        5    0.000    0.000    0.001    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\functools.py:732(_compose_mro)
       56    0.000    0.000    0.001    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\typing\context.py:216(_resolve_builtin_function_type)
        1    0.000    0.000    0.001    0.001 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\np\random\old_distributions.py:1(<module>)
       96    0.000    0.000    0.001    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\ir_utils.py:2245(enforce_no_dels)
       10    0.000    0.000    0.001    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\base.py:284(mangler)
        2    0.000    0.000    0.001    0.001 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\ir_utils.py:380(replace_vars)
        3    0.000    0.000    0.001    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\parfors\parfor.py:5124(get_parfor_call_table)
       10    0.000    0.000    0.001    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\funcdesc.py:12(default_mangler)
        1    0.000    0.000    0.001    0.001 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\ssa.py:83(_fix_ssa_vars)
     2205    0.001    0.000    0.001    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\registry.py:67(__getitem__)
        2    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap_external>:1231(create_module)
       10    0.000    0.000    0.001    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\itanium_mangler.py:190(mangle)
        1    0.000    0.000    0.001    0.001 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\typed_passes.py:966(_simplify_conditionally_defined_variable)
     1512    0.001    0.000    0.001    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\typing\context.py:422(is_for_this_target)
      468    0.000    0.000    0.001    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\typeinfer.py:54(add_type)
        2    0.001    0.001    0.001    0.001 {built-in method _imp.create_dynamic}
        4    0.000    0.000    0.001    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\typed_passes.py:616(run_pass)
        1    0.000    0.000    0.001    0.001 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\np\math\cmathimpl.py:1(<module>)
      352    0.000    0.000    0.001    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\llvmlite\ir\values.py:507(__hash__)
        5    0.000    0.000    0.001    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\typeinfer.py:1106(unify)
       48    0.000    0.000    0.001    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\llvmlite\binding\context.py:13(get_global_context)
       30    0.000    0.000    0.001    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\typeinfer.py:1493(typeof_const)
        5    0.000    0.000    0.001    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\bytecode.py:287(__init__)
        1    0.000    0.000    0.001    0.001 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\typing\templates.py:1108(method_impl)
        5    0.000    0.000    0.001    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\removerefctpass.py:37(_legalize)
     1328    0.001    0.000    0.001    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\controlflow.py:602(push_state)
      597    0.000    0.000    0.001    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\ir_utils.py:912(is_immutable_type)
        5    0.000    0.000    0.001    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\functools.py:745(<listcomp>)
      452    0.000    0.000    0.001    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\warnings.py:166(simplefilter)
      133    0.000    0.000    0.001    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\contextlib.py:558(__exit__)
      270    0.000    0.000    0.001    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\llvmlite\ir\types.py:521(wrap_constant_value)
    14660    0.001    0.000    0.001    0.000 {method 'values' of 'dict' objects}
      230    0.000    0.000    0.001    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\llvmlite\ir\instructions.py:207(<listcomp>)
      219    0.000    0.000    0.001    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\llvmlite\ir\instructions.py:583(<listcomp>)
    17124    0.001    0.000    0.001    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\copy.py:182(_deepcopy_atomic)
        1    0.000    0.000    0.001    0.001 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\np\ufunc\parallel.py:416(select_from_backends)
        2    0.000    0.000    0.001    0.001 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\np\ufunc\parallel.py:389(select_known_backend)
       16    0.000    0.000    0.001    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\importlib\metadata\__init__.py:931(read_text)
        5    0.000    0.000    0.001    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\config.py:588(reload_config)
       53    0.000    0.000    0.001    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\removerefctpass.py:44(valid_output)
      170    0.000    0.000    0.001    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\functools.py:741(is_related)
      296    0.001    0.000    0.001    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\np\numpy_support.py:410(choose_types)
       30    0.000    0.000    0.001    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\llvmlite\binding\passmanagers.py:111(_dispose)
       34    0.000    0.000    0.001    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\typing\arraydecl.py:23(get_array_index_type)
        5    0.000    0.000    0.001    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\config.py:125(update)
       62    0.000    0.000    0.001    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\llvmlite\binding\ffi.py:374(__exit__)
